GSM3378079	GSM3378080	GSM3378081	GSM3378082	GSM3378083	GSM3378084
PLA2G2D	0	0.0289	0	0	0.02617	0
PLA2G2F	3.286	2.928	0.1137	0.07392	0.2832	0.3512
PLA2G2C	0	0	0	0	0	0.02636
UBXN10	0.2581	0.4394	0.038	0.02059	0.1721	0.04586
UBXN10-AS1	0.1321	0	0	0	0	0
LOC105376825	0.7969	0.8912	0.08148	0.1104	0.392	0.236
LOC105376826	4.237	4.113	0.1431	0.155	1.053	1.036
LINC01757	0	0	0	0	0	0
LOC105376828	0.8592	0.8401	0.07906	0	0.3133	0.2671
VWA5B1	0.2623	0.2375	0.1078	0.1558	0.5231	0.5205
LINC01141	0.05342	0.1024	0	0.03551	0.09275	0.03164
CAMK2N1	459.1	464.3	57.11	56.51	221.2	219.7
MUL1	21.75	24.59	18.02	18.01	19.3	17.57
FAM43B	0.05503	0	0	0	0.02866	0
CDA	0.08326	0	0	0.08303	0	0
PINK1	26.47	25.49	19.6	20.76	16.08	18.69
MIR6084	11.02	9.861	3.945	3.664	4.465	6.528
PINK1-AS	14.49	13.52	13.04	13.64	10.47	11.56
DDOST	142.9	140.9	169.3	172.1	128.5	130.7
KIF17	0.1318	0.2085	0.09098	0.09859	0.2918	0.2049
SH2D5	0.2741	0.2049	0.1766	0.2323	0.1856	0.2557
LOC112268222	7.519	7.706	5.649	5.798	7.17	8.194
HP1BP3	21.93	20.77	16.76	17.22	19.78	22.11
EIF4G3	36.03	37.88	30.67	29.7	31.82	32.98
LOC105376830	0	0	0	0.02448	0	0
LOC105376829	0	0	0.1007	0.05457	0	0.04861
MIR1256	0	0	0	0	0	0
ECE1	4.825	5.448	4.152	4.294	6.249	6.538
ECE1-AS1	0	0.0301	0	0	0	0
LOC105376832	0.1134	0	0	0.1131	0	0
NBPF3	1.913	1.657	1.194	1.436	1.455	1.582
ALPL	0	0	0.02194	0	0.04968	0.02118
LINC02596	0	0.04834	0.03867	0	0	0
RAP1GAP	8.446	6.825	15.17	16.54	7.285	8.351
USP48	11.05	10.98	12.51	12.72	10.45	11.48
LDLRAD2	0.9005	1.017	0.5031	0.4971	0.8208	0.9714
HSPG2	2.724	2.662	1.202	1.432	2.787	2.523
CELA3B	0.1487	0	0	0	0.07745	0.1321
CELA3A	0.07435	0	0	0	0.07745	0.06605
LINC01635	1.158	0.888	0.7992	0.3849	1.407	0.8573
LINC00339	13.88	12.95	12.37	11.52	14.96	15.22
CDC42-AS1	1.65	1.344	1.328	1.302	1.647	1.649
CDC42	31.35	31.15	35.1	34.43	28.14	28
WNT4	0.4688	0.4412	0.2255	0.2231	0.3441	0.3976
LOC105376845	0.3235	0.1654	0.1654	0.1075	0.1123	0.2555
LOC105376850	0	0	0	0	0	0
LOC107985377	0	0	0	0	0	0
MIR4418	0	0	0	0	0	0
LOC105376856	0	0	0	0	0	0
ZBTB40	10.71	10.23	10.19	10.58	8.625	9.104
EPHA8	0.03234	0	0.0496	0.03225	0.01123	0
MIR6127	0	0	0	0	0	0
C1QA	0	0	0	0	0	0
C1QC	0	0	0	0	0	0
C1QB	0	0	0	0	0	0
EPHB2	0.9624	0.8693	0.6031	0.6947	1.458	1.374
MIR4684	0	0	0	0	0	0
MIR4253	3.962	5.697	1.823	2.963	4.128	2.64
LACTBL1	0	0	0	0	0	0.03069
TEX46	0.6578	1.059	0.4843	0.5248	0.2741	0.4675
KDM1A	56.85	58.11	43.35	43.32	62.83	65.75
MIR3115	0	0	0	0	0	0
LUZP1	6.769	7.608	5.267	5.303	6.323	6.373
HTR1D	0	0.05466	0	0	0	0.02111
LINC01355	1.516	1.832	1.271	1.301	1.499	1.568
HNRNPR	54.57	57.55	46.69	45.37	61.2	63.26
ZNF436	7.769	8.791	6.528	6.639	6.994	6.977
ZNF436-AS1	1.667	1.809	1.599	1.709	1.443	1.397
TCEA3	11.95	11.37	7.626	7.628	13.06	14.49
ASAP3	8.152	8.773	6.848	6.636	6.514	6.46
E2F2	3.419	3.907	1.069	1.215	6.876	7.688
LOC101928163	0.2779	0.1918	0.1023	0.1663	0.579	0.9875
LOC105376859	0.9437	1.131	0.4342	0.3529	0.6145	0.8733
ID3	36.44	34.74	9.331	14	39.89	39.24
LOC107984928	0	0	0	0.06068	0	0
MDS2	0	0	0	0	0	0
RPL11	1203	1228	1086	1063	1235	1113
ELOA	32.5	32.17	35.09	35.49	34.85	37.6
ELOA-AS1	15.66	15.44	16.47	14.75	17.28	18.38
PITHD1	45.77	43.88	52.28	49.78	66.16	67.06
LOC105376860	10.37	6.555	12.77	12.53	9.894	9.346
LYPLA2	28.73	26.38	33.74	35.75	28.02	29.18
GALE	56.84	52.31	69.55	76	52.62	53.43
HMGCL	40.26	41.92	44.02	44.82	36.22	35.91
LOC105376861	0.1866	0.1073	0	0.1861	0	0.1658
FUCA1	18.91	19.5	16.33	15.55	16.89	16.65
CNR2	0	0.03677	0	0.01062	0.0111	0
LOC107984929	0	0	0	0	0	0
MIR378F	0	0	0	0	0	0
PNRC2	73.3	75.99	57.73	58.93	72.17	79.12
SRSF10	25.88	25.45	18.39	18.66	27.02	29.88
LOC105378615	0	0	0	0	0	0
LOC105376863	0.05689	0.06544	0	0	0	0
LOC107984931	0	0.2164	0	0	0	0
MYOM3	0.03508	0.01345	0.01076	0.01166	0.01218	0.01039
MYOM3-AS1	0	0	0	0	0	0
LOC105376864	0	0	0.02558	0	0	0
IL22RA1	0.04628	0.05323	0.1703	0.2307	0.4821	0.4111
IFNLR1	0.1322	0.04561	0.04865	0.03954	0.01377	0.0822
LINC02800	0.03649	0	0	0.1455	0.03801	0.09725
GRHL3-AS1	0	0	0	0	0	0
GRHL3	0.818	0.8315	0.5252	0.5122	0.6936	0.7098
STPG1	4.51	4.548	4.902	4.924	5.666	4.766
NIPAL3	21.23	21.72	15.81	15.25	27.2	27.71
RCAN3AS	1.779	1.17	0.4678	0.2535	0.662	1.129
RCAN3	13.03	13.01	7.123	7.464	15.8	17.67
NCMAP-DT	5.538	4.459	2.803	2.278	6.13	6.519
NCMAP	0.03206	0	0.01967	0.01066	0.02227	0
SRRM1	45.13	44.31	38.82	39.92	47.02	52.56
CLIC4	67.49	68.35	65.05	64.88	54.6	61.63
LOC105376876	0	0	0	0	0	0
RUNX3	0.02748	0	0	0	0	0
MIR6731	0	0	0	0	0	0
LOC107984932	0	0	0	0	0	0
RUNX3-AS1	0	0	0	0	0	0
MIR4425	0	0	0	0	0	0
LINC02793	0	0	0	0	0	0
SYF2	32.59	33.43	26.71	24.74	24.84	23.6
RSRP1	9.616	9.163	12.22	14.77	7.311	8.922
LOC105376882	0.0688	0.07914	0.06332	0	0	0
RHD	0.1327	0.1526	0.04578	0.04961	0.08638	0.1179
TMEM50A	23.49	24.54	29.57	28.82	19.77	20.09
RHCE	6.396	6.636	7.977	7.394	5.242	5.431
MACO1	20.54	21.84	21.47	22.06	18.42	18.29
LDLRAP1	8.451	8.25	8.246	8.838	8.469	9.351
MAN1C1	1.215	1.315	0.7014	0.5582	1.34	1.333
SELENON	43	43.18	31.25	33.2	46.75	49.49
MTFR1L	29.07	28.6	28.66	27.79	29.11	30.28
LOC646471	4.186	3.882	3.292	4.413	4.053	4.21
AUNIP	9.315	9.75	6.281	6.165	12.44	12.75
PAQR7	0.3097	0.3982	0.2012	0.3089	0.4745	0.4208
STMN1	86.1	90.1	71.48	72.81	113.6	115.2
MIR3917	109.4	105	96.64	82.34	131.3	136.4
LOC105376885	0	0	0	0	0	0
PAFAH2	8.936	8.189	8.945	8.099	7.356	7.422
LOC101928216	0.2601	0.1381	0.05523	0.01995	0.02084	0.05332
EXTL1	0.295	0.2206	0.08145	0.07356	0.1229	0.1704
SLC30A2	0.0622	0.0477	0.01908	0.04135	0	0.03684
LOC105376910	0	0	0	0	0	0
TRIM63	0.09461	0.07255	0.1741	0.06289	0	0
PDIK1L	6.711	6.806	3.514	3.798	4.732	4.958
LOC105376886	0.2142	0	0	0	0	0
FAM110D	0	0.02768	0	0	0	0.02138
C1orf232	0	0	0	0	0	0
ZNF593	28.82	32.67	31.48	33.8	28.27	25.51
CNKSR1	14.52	12.49	13.1	16.35	10.16	11.31
CATSPER4	0.02702	0	0	0	0	0.024
ZPLD2P	0.3124	0	0	0	0	0
CEP85	10.06	9.494	6.911	7.489	10.71	11.92
SH3BGRL3	102.8	103.4	96.24	99.19	86.62	80.48
UBXN11	15.6	13.72	12.09	12.68	14.66	15.57
CD52	0	0.1659	0	0	0	0
CRYBG2	0.903	0.71	0.3366	0.2394	0.4525	0.7108
ZNF683	0	0	0	0	0	0
LIN28A	0	0	0	0	0	0
DHDDS	15.27	15.9	15.66	16.55	13.33	13.62
DHDDS-AS1	0.6873	0.593	0.7906	0.257	0.8055	0.5343
HMGN2	193.9	204.1	168.1	169.9	225.6	240.9
RPS6KA1	34.76	36.14	30.4	32.22	32.6	33.76
MIR1976	0	0	0	0	0	0
LOC105376888	0.1955	0.1799	0.1439	0.03898	0.08145	0.03473
LOC101928728	6.215	6.486	3.906	3.688	4.769	5.171
ARID1A	38.24	39.66	36.72	38.07	41.5	40.68
PIGV	24.48	24.94	21.9	21.91	25.5	27.08
ZDHHC18	7.13	7.218	5.32	5.605	7.706	8.754
SFN	2.369	2.488	2.464	2.722	3.541	3.248
GPN2	18.63	18.67	18.75	19.48	18.26	17.73
GPATCH3	14.74	12.76	12.6	12.71	10.77	11.69
NUDC	122	128.2	105.9	107.9	116.5	125.1
NR0B2	0	0.1923	0.1154	0.2917	0.04353	0.1114
KDF1	25.58	25.02	21.14	21.46	23.75	25.34
TRNP1	8.867	8.43	3.141	2.703	8.366	8.324
TENT5B	0.05656	0	0.02602	0	0	0.07537
LOC101928391	0	0	0	0	0	0
SLC9A1	30.16	31.58	17.82	18.9	25.22	27.26
LOC102723760	0	0	0	0	0	0
WDTC1-DT	0	0	0.1629	0.08827	0	0.07863
WDTC1	31.14	31.1	22.8	23.31	25.58	26.77
TMEM222	42.93	42.95	47.14	49.61	43.51	43.03
ACTG1P20	2.21	2.571	2.945	2.811	2.328	2.414
SYTL1	30.15	27.22	49.57	58.08	27.08	30.67
MAP3K6	7.856	7.617	13.78	15.81	13.71	15.23
FCN3	0.2542	0.4386	0.117	0.2535	0.662	0.5081
CD164L2	1.806	2.233	2.036	1.711	1.317	1.885
GPR3	1.418	0.979	0.5511	0.2515	0.3612	0.308
WASF2	68.56	70.42	84.89	85.12	72.32	78.01
LOC105376892	0	0	0	0.02424	0	0
AHDC1	7.781	7.2	5.818	6.832	5.938	6.731
FGR	0	0	0	0	0	0
LINC02574	0	0	0	0	0	0
IFI6	21.23	23.94	15.85	17.67	19.26	16.74
FAM76A	4.878	4.815	4.416	4.682	5.203	6.198
STX12	59.21	59.4	71.79	70.25	62.05	64.89
PPP1R8	49.25	49.63	39.94	40.09	55.46	56.33
SCARNA1	0	0.4668	0	1.214	0.4227	0
THEMIS2	0.04924	0.05664	0.04531	0.0491	0.0513	0.02187
RPA2	61.82	65.72	37.34	36.74	90.81	93.33
SMPDL3B	28.73	30.29	16.82	17.57	26.06	26.49
XKR8	7.665	7.627	9.996	11.75	8.132	8.814
EYA3	18.07	17.03	20.63	20.16	19.3	20.32
PTAFR	0.1259	0.1449	0.1159	0.04709	0.1476	0.1119
DNAJC8	169.8	171.6	151.9	142.1	174.7	165.4
ATP5IF1	191.2	198.1	169.7	175.3	211	202
SESN2	25.58	25.63	11.72	12.76	17.5	19.74
MED18	26.82	27.99	28.38	29.33	24.36	24.66
PHACTR4	19.58	19.82	22.07	22.61	20.1	22.07
RCC1	84.96	89.06	46.66	46.79	103.9	109.6
SNHG3	96.53	94.03	53.06	53.46	78.61	83.79
SNORA73A	20.83	19.84	17.37	14.6	11.86	18.5
SNORA73B	23.99	17.01	22.98	13.43	16.43	16.05
TRNAU1AP	23.9	23.46	19.81	19.33	24.76	24.56
SNHG12	20.48	17.66	14.21	14.36	22.79	23.14
SNORD99	15.16	15.5	11.62	8.396	17.54	21.69
SNORA61	41.97	39.34	31.47	31	53.98	53.86
SNORA44	10.21	12.33	6.574	8.142	12.76	9.973
SNORA16A	19.6	20.24	12.95	17.54	20.42	26.35
RAB42	0.1246	0.07168	0.1147	0.09321	0.03246	0.1384
TAF12	28.59	28.43	21.74	19.67	30.51	27.48
TAF12-DT	5.849	4.925	3.829	3.428	5.151	4.286
RNU11	3.493	2.296	2.296	1.493	2.079	1.33
GMEB1	9.168	9.424	7.792	7.572	8.302	9.409
YTHDF2	118.7	122.6	98.23	95.78	102.9	114.2
OPRD1	0.1374	0.04158	0.04657	0.0721	0.113	0.1477
EPB41	21.02	21.21	15.11	15.04	20.7	21.41
TMEM200B	4.854	5.14	3.689	3.348	4.73	5.385
SRSF4	67.01	66.53	71.23	77.8	70.26	76.91
MECR	19.85	19.93	14.03	14.86	19.68	19.92
PTPRU	16.96	16.89	9.358	9.474	16.14	17.35
LINC01756	0.1882	0.2164	0.1154	0.1251	0.1307	0.1114
LOC107984933	0	0	0	0	0	0
LOC107984934	0	0	0	0	0	0
LINC01648	0	0	0	0	0	0
LOC105378617	0	0	0	0	0	0
LOC105378618	0	0	0	0	0	0
MATN1	0.7563	0.7485	0.6959	0.8068	0.513	0.4844
MATN1-AS1	3.812	3.893	3.054	3.539	2.875	2.948
LAPTM5	0.2402	0.2073	0.1105	0.05989	0.09385	0.08004
MIR4420	0	0	0	0	0	0
LOC105378620	0.02749	0	0	0	0	0.008141
LOC105378621	0.0677	0	0	0	0	0
LINC01778	3.038	3.342	1.519	1.778	1.857	1.76
LOC400748	0	0	0	0	0.02442	0.02083
SDC3	38.89	39.63	23.52	23.59	31.6	33.67
PUM1	59.93	59.96	51.83	52.21	56.15	60.41
SNORD103A	6.124	6.163	5.635	3.817	6.379	8.84
SNORD103B	6.889	8.805	5.635	6.106	7.177	10.2
SNORD103C	1.796	3.099	0	0	0	0.7979
LOC107984935	1.411	1.623	1.623	2.813	2.939	0.9399
NKAIN1	0.1785	0.114	0.5109	0.4548	0.1239	0.2114
SNRNP40	72.61	72.2	72.54	70.21	97.63	99.45
ZCCHC17	35.31	34.39	43.71	42.5	44.42	42.89
FABP3	0.7412	0.8793	0.6395	0.8085	0.6998	0.5968
LOC105378623	0	0	0	0	0	0
LOC107985470	0.1848	0.3189	0	0	0	0.2463
SERINC2	60.6	59.36	89.61	99.86	58.37	59.47
LOC105378625	0	0	0	0	0	0
LOC105379772	1.108	2.549	0.2039	0.8838	0.2308	0.1968
LDC1P	0	0	0	0	0	0
LINC01226	0	0	0.02261	0	0	0
LOC105378626	0.0116	0.02668	0.03202	0.01157	0.01208	0.0103
TINAGL1	0.509	0.7156	0.1041	0.141	0.4419	0.4522
HCRTR1	1.839	1.935	1.631	1.834	1.846	1.873
PEF1	40.12	36.99	36.05	37.22	36.33	34.72
PEF1-AS1	2.956	2.595	3.436	3.413	2.998	2.695
LOC105378628	0.1469	0.0845	0.0676	0.1465	0.2296	0.06526
COL16A1	2.078	2.247	0.3139	0.3092	0.3123	0.2847
LOC101929444	4.153	3.732	1.075	0.5177	1.217	0.9224
ADGRB2	1.67	1.428	0.3947	0.439	1.764	2.106
MIR4254	0	0	0	0	0	0.7874
SPOCD1	0.03224	0.03708	0	0	0.05037	0.02864
PTP4A2	89.61	96.58	84.49	80.59	72.5	76.09
KHDRBS1	150.9	156.8	98.33	99.43	141	153.7
TMEM39B	7.104	6.742	5.803	6.686	6.809	7.552
MIR5585	0	0	0	0	0	0
KPNA6	33.27	34.07	30.31	29.29	30.43	31.94
TXLNA	70.08	71.05	64.87	64.77	66.99	72.02
CCDC28B	10.6	10.11	4.513	4.958	7.852	7.362
TMEM234	8.176	8.071	7.854	8.596	6.042	7.035
IQCC	9.811	10.22	6.744	7.099	14.02	14.56
DCDC2B	2.669	2.449	2.318	2.572	1.593	1.812
EIF3I	426.5	422.9	489.8	499.2	494.5	487.9
MTMR9LP	1.275	1.367	0.9335	1.243	1.389	1.39
FAM167B	1.849	2.455	1.309	2.057	2.297	1.58
LCK	0	0	0.4162	0.1691	0.1178	0.07533
HDAC1	169.5	168.9	134.9	136.9	176.6	180.5
MARCKSL1	724.2	740.1	553.7	549.2	666.8	689.7
LOC105378629	0.7956	0.6711	0.5369	0.5289	0.3315	0.801
TSSK3	11.92	10.17	13.71	17.79	7.644	9.416
FAM229A	6.071	5.875	4.523	8.36	3.514	5.051
BSDC1	52.92	50.37	53.64	56.85	38.58	41.02
ZBTB8B	0.0315	0.02415	0.03382	0.09947	0.05469	0.0513
ZBTB8A	5.473	5.617	5.86	5.372	6.346	6.359
LOC102723870	2.041	1.467	1.526	1.399	1.329	1.587
ZBTB8OS	17.36	17.53	21.04	19.91	16.5	15.29
RBBP4	63.4	66.75	58.08	57.95	70.39	74.67
SYNC	17.75	19.19	16.36	16.4	19.62	20.76
KIAA1522	143.2	141.1	142.2	150.2	112	121
YARS1	129.8	137.2	135.4	137.2	138.1	148.2
S100PBP	13.1	13.3	11.75	11.32	16.63	18.18
FNDC5	0.3895	0.4716	0.5282	0.3884	0.5339	0.6374
LOC105378631	0.0909	0.03485	0	0.09065	0.06313	0.05384
HPCA	2.848	2.786	2.831	3.362	3.376	3.286
TMEM54	200	197.5	194	214.1	220	211.4
LOC105378632	0.2454	0.1411	0.1129	0.1224	0.1278	0
RNF19B	7.886	8.526	6.746	7.121	5.689	5.899
AK2	73.15	73.31	71.88	73.09	80.1	82.7
LOC105378635	0.4717	0.3256	0.6945	0.5645	0.4914	0.5867
AZIN2	0.4165	0.4247	0.453	0.6136	0.3944	0.5298
LOC112268224	0.1559	0.1794	0.1435	0.1555	0.3249	0.09235
TRIM62	4.964	5.299	5.369	5.957	3.674	4.023
ZNF362	13.56	13.17	9.465	10.49	12.66	13.55
A3GALT2	0.3951	0.4544	0.1818	0.197	0.1372	0.1755
PHC2	39.22	39.21	24.18	24.93	29.82	31.32
MIR3605	32.33	32.54	24.17	19.48	29.47	28.13
PHC2-AS1	1.512	1.423	1.645	1.234	1.432	1.099
ZSCAN20	2.816	2.76	2.432	2.408	2.425	2.488
CSMD2	0.006767	0	0.003113	0.006748	0.003525	0
LOC105378638	0	0	0	0	0	0
HMGB4	0	0	0	0	0	0
CSMD2-AS1	0	0	0	0	0	0
C1orf94	0	0	0	0	0	0
LOC105378639	0	0	0	0	0	0
LOC105378640	0	0	0	0	0	0
LOC105378641	0	0	0	0	0	0
MIR552	0	0	0	0	0	0
LOC105378642	0.02302	0.02648	0.02118	0	0	0.0409
GJB5	0.1243	0	0	0	0	0
GJB4	0	0	0	0	0	0.03362
GJB3	0	0	0.02619	0	0	0
GJA4	0.03375	0	0	0	0	0
SMIM12	9.333	9.326	9.42	9.388	8.337	9.059
DLGAP3	0.04439	0.05836	0.02334	0.06324	0.04625	0.0169
GPR199P	2.784	3.408	2.529	2.883	1.934	1.839
TMEM35B	25.41	22.7	22.45	21.42	18.05	16.69
ZMYM6	15.94	14.33	13.43	13.6	12.18	12.96
ZMYM1	7.17	7.39	4.66	5.001	8.468	9.114
LOC105378644	0	0.09951	0	0	0	0.02562
SFPQ	122.2	116	84.42	91.01	98.5	111.1
ZMYM4	34.57	36.45	25.19	24.15	33.83	35.14
ZMYM4-AS1	16.88	18.06	12.83	10.1	18.19	17.99
KIAA0319L	54.06	53.78	50.48	50.16	37.21	36.78
NCDN	71.74	68.51	47.23	53.45	42.56	46.56
TFAP2E	3.186	2.965	2.66	2.665	2.606	3.041
TFAP2E-AS1	0.745	0.857	0.6233	0.743	0.6703	0.7521
PSMB2	69.87	72.76	67.22	68.31	65.4	66.26
LOC105378646	0	0	0	0	0	0
C1orf216	24.91	25.23	22.04	19.71	24.7	26.83
CLSPN	7.579	7.551	2.55	2.474	14.6	16.22
AGO4	13.88	13.44	7.384	7.639	7.586	8.081
AGO1	15.51	16.17	11.49	11.22	15.16	15.64
AGO3	3.126	3.103	2.52	2.556	3.073	3.17
LOC105378647	0	0	0.3431	0.4957	0.1295	0.2208
TEKT2	0.216	0.1242	0.06626	0.1795	0.1875	0.1919
ADPRS	52.53	55.14	51.44	51.25	55.1	53.6
COL8A2	0.312	0.2728	0.04594	0.07468	0.143	0.1774
TRAPPC3	91.64	90.61	102.1	99.93	82.06	83.67
MAP7D1	66.86	65.9	210.6	222.3	71.1	76.25
THRAP3	111.7	116.1	206.1	211.5	135.7	147.4
SH3D21	6.653	7.01	98.92	120.8	8.942	10.16
EVA1B	11.23	13.1	64.04	82.25	10.44	11.41
STK40	37.85	38.87	54.89	57.78	37.04	38.53
LSM10	80.75	81.54	89.66	89.98	90.82	84.47
OSCP1	22.89	21.46	28.79	26.83	21.37	21.24
SNORA63C	1.543	1.774	0.4732	0.5128	1.071	1.827
LOC107984940	0	0	0	0	0	0
MRPS15	245.8	255.2	227.3	235.3	263.1	252.5
CSF3R	0	0.06286	0	0	0.01898	0
LOC107984941	0	0	0	0	0	0
LOC105378648	0	0	0	0	0	0
GRIK3	0.09936	0	0	0.368	0.02957	0.06305
MIR4255	0	0	0	0	0	0
LOC107984942	0.2356	0.09034	0.04818	0	0.1909	0.1395
ZC3H12A-DT	26.62	23.46	13.25	14.69	17.41	18.95
ZC3H12A	95.7	90.43	74.54	83.75	25.71	28.83
MIR6732	30.31	33.58	24.79	26.87	17.54	22.94
MEAF6	48.54	48.35	89.91	85.67	56.7	58.16
MIR5581	11.23	11.62	17.56	22.39	10.53	13.96
LOC105378649	2.826	2.873	3.326	3.67	3.218	2.802
SNIP1	16.98	16.79	17.37	17.11	15.29	15.06
DNALI1	3.947	3.98	3.821	4.422	2.964	2.801
GNL2	127.4	125.5	115.6	113.9	132.6	132.1
RSPO1	0	0	0	0	0	0
C1orf109	27.28	29.1	22.2	21.3	31.99	35.05
CDCA8	36.48	43.63	28.71	27.4	61.88	66.3
EPHA10	8.011	7.925	4.682	5.338	5.742	6.866
LOC105378650	0	0	0	0	0	0
MANEAL	24.04	24.3	20.13	20.93	30.46	30.69
YRDC	54.2	54.72	60.01	62.12	52.48	56.6
C1orf122	69.23	71.54	105.8	116.8	69.96	62.77
MTF1	10.62	10.98	11.33	11.46	10.3	10.35
INPP5B	7.552	7.498	4.053	4.521	7.072	7.857
LOC105378651	0.1583	0.1366	0.1093	0.03947	0.2061	0.1758
SF3A3	92.44	93.46	64.98	65.14	99.52	103.9
FHL3	3.755	3.547	1.964	2.089	3.13	3.371
UTP11	71.88	73.88	65.33	65.16	73.71	76.52
POU3F1	0	0	0	0.02265	0	0.02018
LOC107985103	0.03186	0	0.02932	0	0	0.02831
MIR3659HG	0	0.04864	0.1167	0.08433	0	0.03756
MIR3659	0	0	0	0	0	0
LINC02786	0	0	0	0	0	0
LOC105378654	0	0	0.01312	0	0	0
LINC01343	0	0	0	0	0	0
LOC105378657	0	0	0	0	0	0
LOC107984943	0	0	0	0	0	0
LINC01685	0	0	0	0	0	0
LOC105378658	0	0	0	0	0	0
LOC105378660	0	0.1051	0.08411	0	0	0
RRAGC	33.92	32.86	28.32	29.76	25.7	27.9
GJA9-MYCBP	10.85	11.16	11.32	10.78	14.14	14.28
MYCBP	21.67	22.38	22.69	21.47	28.56	28.91
LOC105378663	1.304	1.166	1.2	1.156	0.7545	0.5148
GJA9	0.6792	0.6114	0.5978	0.7362	0.4922	0.4985
RHBDL2	6.944	6.637	4.044	4.014	4.159	4.113
LOC105378662	4.491	4.332	1.333	2.456	2.264	1.93
AKIRIN1	113.6	119.6	103.7	100	99.75	106
NDUFS5	735.4	723.1	691.6	653.4	702.6	633.5
MACF1	15.94	17.42	9.759	10.1	15.25	13.64
KIAA0754	3.018	3.576	2.075	2.112	4.214	3.683
LOC105378950	0.06272	0.1443	0.05772	0.03127	0.09801	0.1393
BMP8A	2.21	1.767	1.623	2.065	1.641	1.62
OXCT2P1	0.2987	0.4725	0.2062	0.3351	0.3501	0.2322
PPIEL	9.207	7.966	7.01	7.475	5.856	6.768
PABPC4	127.7	126.7	76.66	81.11	126.2	134.3
PABPC4-AS1	73.35	76.76	45.16	46.95	77.4	80.01
SNORA55	2.458	5.09	3.167	5.884	4.61	6.115
HEYL	0	0	0	0.0812	0.01697	0
NT5C1A	0	0	0	0.1214	0.06339	0.1622
HPCAL4	0.3385	0.2596	0.1557	0.09845	0.382	0.3007
PPIE	15.13	15.15	13.43	13.23	14.76	14.74
BMP8B	1.51	1.589	0.8476	1.154	1.852	1.694
OXCT2	0.4427	0.5092	0.1358	0.2943	0.3843	0.3605
BMP8B-AS1	0.05503	0.1899	0	0	0	0
LOC101929536	0.169	0.2591	0.2073	0.2247	0.1173	0
LOC105378951	0	0	0	0.05116	0	0
LINC02811	0	0	0.04194	0.1363	0.04748	0
LOC105378665	0	0	0	0.4225	0	0
LOC105378667	0	0	0	0	0	0.03097
TRIT1	14.39	15.4	15.51	17.14	16.01	16.29
MYCL	3.334	3.34	4.666	4.807	3.517	3.715
MYCL-AS1	1.622	1.964	2.121	1.788	1.69	1.744
MFSD2A	4.687	5.322	3.221	2.823	2.41	2.19
LOC105378669	0.2803	0.1433	0.08597	0.1242	0.09733	0.1107
CAP1	94.08	97.71	127.3	127.6	86.51	87.08
PPT1	103.2	106.9	93.09	92.75	103.9	105.7
LOC105378671	0.06313	0.1452	0	0	0.06577	0
RLF	15.12	15.52	10.96	10.55	13.07	14.26
TMCO2	0.09678	0	0	0	0	0
ZMPSTE24	101.8	108.6	82.69	79.98	94.62	97.26
COL9A2	4.925	4.636	1.299	1.423	3.349	3.218
LOC107984945	0	0	0	0	0	0
SMAP2	43.04	41.91	34.9	37.84	46.3	48.71
ZFP69B	7.284	7.889	6.058	6.016	7.458	7.85
ZFP69	0.2098	0.295	0.2789	0.279	0.2429	0.1864
EXO5-DT	13.5	12.33	10.25	9.16	11.6	11.5
EXO5	10.05	11.28	6.997	6.457	13.32	14.2
ZNF684	2.636	2.725	1.75	1.697	3.51	3.527
LOC105378673	0	0	0.07866	0	0	0
RIMS3	1.546	1.684	1.021	1.124	1.535	1.632
LOC105378675	0.02403	0	0.04423	0.02396	0.05007	0
LOC105378674	0	0	0	0	0.03453	0
NFYC-AS1	4.848	4.992	4.11	4.053	4.124	4.401
NFYC	20.98	21.16	19.03	19.39	19.72	20.99
MIR30E	0	0	0	0	0	0
MIR30C1	0	0	0	0	0	0
KCNQ4	2.982	2.488	2.047	2.126	3.943	4.296
LOC105378676	0.1016	0	0	0	0	0
CITED4	4.782	4.613	2.839	2.666	5.357	5.208
CTPS1	36.64	36.93	28.08	28.65	45.17	48.97
SLFNL1-AS1	3.845	3.697	3.758	4.268	3.83	3.815
SLFNL1	0.5603	0.5639	0.6122	0.71	0.5472	0.6636
SCMH1	46.67	47.27	46.06	47.82	45.88	47.89
FOXO6	1.354	0.8863	0.4727	0.5821	0.8513	1.037
FOXO6-AS1	0.171	0.1967	0	0	0	0
LOC105378678	0.232	0.2372	0.05931	0.06427	0.2014	0.1374
EDN2	3.965	4.776	1.116	0.8373	2.527	2.362
HIVEP3	0.6047	0.6543	0.5345	0.4359	0.8483	0.7739
GUCA2B	0	0	0	0	0	0
GUCA2A	0	0	0	0	0.1175	0
FOXJ3	32.79	33.8	29.12	29.72	29.96	32.42
RIMKLA	7.064	7.737	5.7	5.409	7.336	7.841
ZMYND12	9.411	8.425	6.635	5.866	8.855	8.597
CCDC30	2.307	2.342	2.097	2.358	2.181	2.127
PPCS	53.27	58.94	57.2	57.49	56.25	53.76
PPIH	14.11	14.96	12.15	11.81	17.94	18.12
YBX1	414.3	425	335	337.5	422.3	422.8
CLDN19	0.0187	0	0	0	0	0.01661
P3H1	15.28	15.73	13.72	15.47	13.36	14.08
C1orf50	6.41	6.69	7.097	7.536	7.106	7.329
TMEM269-DT	1.23	1.572	1.886	1.499	1.423	1.821
