"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa00052","hsa00052","Galactose metabolism",32,-0.435235048567786,-0.994069103460998,0.48605577689243,0.760014487504527,0.655826454945767,2012,"tags=19%, list=5%, signal=18%","GLA/B4GALT2/GALK1/PFKM/SI/AKR1B1"
"hsa05014","hsa05014","Amyotrophic lateral sclerosis",365,-0.316323932754085,-0.992456014388229,0.47085201793722,0.760014487504527,0.655826454945767,5098,"tags=27%, list=14%, signal=23%","TUBB2A/GLE1/NDUFS1/ATP5F1B/TPR/PSMD2/TARDBP/PSMA2/UQCRC2/DCTN4/NUP214/CASP3/ATP5MC1/TUBB6/SOD1/ULK2/ATP5PD/NDUFAB1/NDUFS3/ACTR1B/DNAH5/DNAH2/SDHA/BAX/UQCRH/ATP5MC3/BID/HNRNPA2B1/COX5A/NUP37/ATP5F1C/SDHB/ATP5PO/UQCRFS1/VDAC1/RAE1/TUBA1C/CHCHD10/CAT/PPP3CA/CYCS/ATP5F1D/NUP62/EIF2S1/MATR3/ATP5F1A/MAP3K5/HAP1/PPP3CB/SDHD/TUBB8B/NUP88/TOMM40/NDUFB4/HNRNPA1L2/NUP43/NUP133/PFN2/NEFL/UBQLN2/DNAH8/HNRNPA1/NCBP1/NUP50/FUS/CYC1/ALYREF/NXT1/SRSF7/MCU/NUP188/NUP153/GPX8/SRSF3/NUP35/TUBA1A/DNAH11/SIGMAR1/SEH1L/BCL2/TP53/NRG3/NUP107/TUBB4A/NUP85/TUBA1B/NUP160/NUP54/NUP210/NUP205/TUBB/MAP2K6/NUP93/NUP155/GRIN1/NDC1/TUBA4A"
"hsa04933","hsa04933","AGE-RAGE signaling pathway in diabetic complications",101,-0.362687479400324,-0.991904768253424,0.470338983050847,0.760014487504527,0.655826454945767,4538,"tags=26%, list=12%, signal=23%","CASP3/STAT1/SERPINE1/BAX/MAPK8/EGR1/PLCB1/MMP2/JAK2/KRAS/CCND1/PIK3R2/PIK3CB/PLCB4/COL4A2/COL3A1/SMAD3/MAPK9/BCL2/PLCD3/P3R3URF-PIK3R3/PIK3R3/CDK4/FN1/PIK3R1/PIM1"
"hsa04210","hsa04210","Apoptosis",136,-0.349397008653368,-0.988966404796392,0.485587583148559,0.760014487504527,0.655826454945767,3931,"tags=29%, list=10%, signal=26%","BAX/MAPK8/BID/FAS/CTSC/DAB2IP/TUBA1C/DFFA/CYCS/EIF2S1/ITPR1/KRAS/DFFB/MAP3K5/CASP7/PIK3R2/CTSV/PIK3CB/MAP3K14/BBC3/MAPK9/BCL2L11/TUBA1A/BCL2/TP53/P3R3URF-PIK3R3/PIK3R3/GADD45A/TUBA1B/PIK3R1/CTSH/CASP2/LMNB2/PMAIP1/PARP1/PARP2/FOS/BIRC5/TUBA4A/LMNB1"
"hsa00190","hsa00190","Oxidative phosphorylation",135,-0.348298201016671,-0.988164878860825,0.485838779956427,0.760014487504527,0.655826454945767,8586,"tags=39%, list=23%, signal=30%","NDUFS7/COX6A1/ND4/ATP5PF/ATP6V1F/COX4I1/COX5B/COX6A2/COX15/COX6B1/NDUFB11/NDUFA6/NDUFB5/NDUFS2/NDUFA12/NDUFS5/ND1/NDUFB1/ATP4B/NDUFA8/UQCRC1/COX7C/NDUFB6/NDUFB10/ATP5PB/COX11/NDUFV1/NDUFS1/ATP5F1B/UQCRC2/ATP5MC1/ATP5PD/NDUFAB1/NDUFS3/ATP6V1A/SDHA/UQCRH/ATP5MC3/COX5A/ATP5F1C/SDHB/ATP5PO/UQCRFS1/PPA2/CYCS/ATP5F1D/ATP5F1A/SDHD/NDUFB4/PPA1/ATP6V0E2/ATP6V1E2/CYC1"
"hsa05165","hsa05165","Human papillomavirus infection",332,0.322986185034852,0.987318574042713,0.480874316939891,0.760014487504527,0.655826454945767,5864,"tags=30%, list=16%, signal=25%","PTGER4/VEGFA/ITGAV/TRADD/FZD5/HES6/CREB3L4/CREB3/MTOR/PPP2R5B/CRB3/EGF/CREB3L2/THBS3/JAG1/HES2/WNT7B/HLA-B/PPP2CB/TNF/LAMC1/TNFRSF1A/LAMA3/ATP6V0A2/LAMB3/FZD8/JAK1/RFNG/ITGA5/WNT5A/HLA-C/ATP6V1G1/TADA3/IKBKG/ATP6V0E1/CDKN1A/HLA-A/ATP6V1C2/HES1/ATP6V0B/HLA-E/TCIRG1/LAMA5/PALS1/CDC42/PPP2R2D/CSNK1A1/NOTCH2/STAT2/TICAM1/ITGB5/CSNK1A1L/PSEN1/CREB3L1/ATP6V0D1/ATP6AP1/APC/IRF3/LLGL2/ITGB1/ATP6V1E1/ATP6V1C1/COL6A2/EGFR/ITGA10/IRF1/ATP6V0C/UBR4/TSC2/EP300/PATJ/PIK3CD/IKBKE/BCAP31/HLA-F/TSC1/ISG15/CDKN1B/PPP2R3C/IRF9/NRAS/HLA-G/TBK1/RELA/ITGB6/IFNAR1/RPS6KB2/PXN/AXIN2/IKBKB/TYK2/RBL2/CDK6/ATP6V0A1/DVL2/THBS1/COL1A1/PRKCZ/LAMB2"
"hsa00410","hsa00410","beta-Alanine metabolism",31,0.438708929270483,0.982798985560953,0.47609561752988,0.760014487504527,0.655826454945767,4069,"tags=29%, list=11%, signal=26%","ACOX3/HIBCH/ALDH6A1/ABAT/CNDP2/MLYCD/ACOX1/SMOX/AOC2"
"hsa04925","hsa04925","Aldosterone synthesis and secretion",98,0.363646766975559,0.979191938652639,0.480225988700565,0.760014487504527,0.655826454945767,3355,"tags=15%, list=9%, signal=14%","NR4A1/PRKCA/CREB3L4/ATP1A1/CREB3/LDLR/CREB3L2/NPPA/CAMK4/PRKD2/ATF6B/ATP1A2/ADCY6/CREB3L1/CYP11A1"
"hsa00910","hsa00910","Nitrogen metabolism",17,0.489305157499902,0.976428588013258,0.48496993987976,0.760014487504527,0.655826454945767,474,"tags=18%, list=1%, signal=17%","GLUL/GLUD2/GLUD1"
"hsa04211","hsa04211","Longevity regulating pathway",90,0.365896644204501,0.973481486199219,0.478515625,0.760014487504527,0.655826454945767,5429,"tags=32%, list=14%, signal=28%","IRS2/IGF1R/CREB3L4/CREB3/MTOR/ATG101/FOXO3/CREB3L2/CAMKK2/ATG13/CAMK4/ATF6B/PRKAA1/ADCY6/PRKAB2/ULK1/CREB3L1/PRKAA2/PRKAB1/ATF2/TSC2/EHMT1/PIK3CD/TSC1/NRAS/IGF1/RPTOR/RELA/RPS6KB2"
"hsa04510","hsa04510","Focal adhesion",203,0.334777907799748,0.97949111225711,0.490018148820327,0.76056664497321,0.656302918856932,5102,"tags=21%, list=14%, signal=18%","VEGFA/ITGAV/EMP1/PRKCA/BIRC3/IGF1R/ZYX/VCL/PPP1CB/EGF/MYL12A/SHC2/THBS3/CAPN2/VASP/ILK/LAMC1/ACTB/LAMA3/LAMB3/ITGA5/ACTG1/PARVA/PPP1R12C/MYL9/SHC1/LAMA5/CDC42/ITGB5/TLN1/ITGB1/COL6A2/EGFR/ITGA10/XIAP/PIK3CD/BCAR1/PDPK1/PIP5K1C/JUN/RAP1B/IGF1/ACTN1"
"hsa04964","hsa04964","Proximal tubule bicarbonate reclamation",23,-0.458227977457534,-0.977733777621894,0.493041749502982,0.76056664497321,0.656302918856932,5716,"tags=57%, list=15%, signal=48%","SLC38A3/PCK2/ATP1B3/MDH1/ATP1A3/FXYD2/GLS/GLS2/SLC9A3/CA2/ATP1B1/SLC25A10/SLC4A4"
"hsa00051","hsa00051","Fructose and mannose metabolism",34,0.425646414912663,0.97333688465146,0.491017964071856,0.76056664497321,0.656302918856932,3842,"tags=32%, list=10%, signal=29%","SORD/GMPPA/PFKFB2/GMPPB/HK1/PMM1/HK2/PFKFB1/GMDS/PMM2/FBP2"
"hsa04380","hsa04380","Osteoclast differentiation",134,0.344996569292505,0.972123797552925,0.496363636363636,0.762272727272727,0.657775119617225,5552,"tags=23%, list=15%, signal=20%","RELB/NFKBIA/NFKB2/MAPK11/SQSTM1/FOSL2/TNF/JUNB/TNFRSF1A/JAK1/CAMK4/GAB2/IFNGR1/IKBKG/PPP3CC/STAT2/CYLD/CTSK/IFNGR2/TGFBR1/LCK/PIK3CD/JUN/IRF9/IL1R1/NFATC1/RELA/IFNAR1/JUND/IKBKB/TYK2"
"hsa05146","hsa05146","Amoebiasis",103,-0.356214162058162,-0.977743527242681,0.511482254697286,0.777062897725275,0.670537751403083,5959,"tags=22%, list=16%, signal=19%","LAMB1/IL1B/PLCB3/COL4A1/LAMC3/GNA11/CXCL2/CASP3/PLCB1/ITGB2/PIK3R2/PIK3CB/PLCB4/PRDX1/ARG2/COL4A2/COL3A1/P3R3URF-PIK3R3/PIK3R3/FN1/PIK3R1/CXCL1/ADCY1"
"hsa04070","hsa04070","Phosphatidylinositol signaling system",98,-0.35835675962097,-0.975357856490028,0.511677282377919,0.777062897725275,0.670537751403083,6010,"tags=33%, list=16%, signal=27%","PLCD4/DGKK/PLCB3/MTMR8/PI4KA/PTEN/ITPKB/INPP4A/PIP5K1A/DGKE/CALM1/PLCB1/INPP5A/IPMK/PIP4K2B/ITPR1/ITPKA/PIK3R2/ITPK1/PIK3CB/SYNJ2/PLCB4/INPP5B/INPP5F/PI4K2B/PLCD3/P3R3URF-PIK3R3/IMPA2/PIK3R3/PIK3C2B/PIK3R1/DGKH"
"hsa05160","hsa05160","Hepatitis C",159,-0.334783372052971,-0.973478802377125,0.514767932489452,0.777062897725275,0.670537751403083,5166,"tags=27%, list=14%, signal=23%","SCARB1/CD81/PPP2R1B/EIF2AK2/PSME3/CHUK/CASP3/YWHAG/STAT1/IFNAR2/YWHAB/BAX/BID/SOS1/FAS/PPP2R2C/RB1/MX1/E2F3/CYCS/EIF2S1/EIF3E/KRAS/CLDN1/CCND1/PIK3R2/TLR3/EIF2AK4/CLDN5/PIK3CB/CLDN23/OCLN/TP53/P3R3URF-PIK3R3/PIK3R3/CDK4/YWHAH/PIK3R1/OAS3/MYC/CDK2/E2F2/E2F1"
"hsa04213","hsa04213","Longevity regulating pathway - multiple species",62,-0.378185714738475,-0.964238637551964,0.51503006012024,0.777062897725275,0.670537751403083,3184,"tags=24%, list=8%, signal=22%","CAT/PRKAG2/HSPA8/HDAC1/KRAS/PIK3R2/PIK3CB/HDAC2/ADCY7/EIF4EBP2/P3R3URF-PIK3R3/PIK3R3/PIK3R1/ADCY3/ADCY1"
"hsa05033","hsa05033","Nicotine addiction",41,-0.405524051033938,-0.96025698655332,0.523715415019763,0.783578728564005,0.676160347169674,3527,"tags=12%, list=9%, signal=11%","CHRNA7/GABRQ/GABRD/GABRA3/GRIN1"
"hsa01210","hsa01210","2-Oxocarboxylic acid metabolism",33,-0.415874708873656,-0.954871323895047,0.52390438247012,0.783578728564005,0.676160347169674,5536,"tags=33%, list=15%, signal=28%","PDHA1/BCAT2/IDH3A/ACO1/PDHB/OGDHL/DLST/IDH2/DLAT/CS/AADAT"
"hsa04980","hsa04980","Cobalamin transport and metabolism",18,-0.466623279887896,-0.953591720400921,0.533730158730159,0.79481893767608,0.685859670822077,6075,"tags=44%, list=16%, signal=37%","HCFC1/MTRR/TCN2/THAP11/CD320/MMACHC/PRDX1/MTR"
"hsa05022","hsa05022","Pathways of neurodegeneration - multiple diseases",478,0.307668235732657,0.969261506849825,0.561594202898551,0.799271821404618,0.689702122509493,7050,"tags=28%, list=19%, signal=23%","TUBA3D/OPTN/WIPI1/TUBA3E/ERN1/APP/PRKCA/ATXN1/TUBA3C/FZD5/MAPK11/MTOR/SQSTM1/ATG101/UBE2J1/SLC6A3/EIF2AK3/XBP1/KLC2/HSPA5/CAPN2/WNT7B/TNF/RAB5A/TNFRSF1A/ZFYVE1/CHRM5/FZD8/ATG13/KLC4/BCL2L1/UBE2G1/MAP3K10/WNT5A/RAB1A/PSMA6/WDR41/MAP1LC3B2/KIF5C/PSMD8/DNALI1/DLG4/DNAH7/C9orf72/AGER/FRAT1/DDIT3/MAP1LC3B/PPP3CC/SEM1/KLC1/CSNK1A1/ULK1/ATG2A/FIG4/CSNK1A1L/DAXX/MAP1LC3A/ADRM1/NRBF2/PSEN1/UBA7/APC/PINK1/DNAH1/PSEN2/DCTN5/RAB39B/DERL1/ARAF/COX7B2/PSMC4/NDUFC2-KCTD14/ATXN3/AMBRA1/NDUFA4L2/GNAQ/UBE2J2/ATF6/CHMP2B/ACTR1A/WIPI2/VCP/SPTBN2/UBA1/NRAS/GRIN2D/NDUFA3/CASP9/SLC25A4/DNAL1/PRPH/TBK1/RELA/CAPN1/AXIN2/DNAL4/TANK/RYR3/PIK3C3/GPR37/DVL2/KIF5A/NDUFB7/NDUFC2/MAPK3/GPX7/DCTN2/UCHL1/PARK7/RAC1/PSMC1/PSMA5/PSMD6/CALM2/DCTN3/PTGS2/UQCRQ/SMCR8/ATXN2/MFN1/COX7A2/NDUFA13/BECN1/BAK1/FZD9/STX1A/CHRM1/TUBB1/GPX3/ATG2B/NDUFC1/ALS2/PSMC2/PSMC5/ITPR2"
"hsa04151","hsa04151","PI3K-Akt signaling pathway",361,0.312371144861696,0.963213118457726,0.576301615798923,0.799271821404618,0.689702122509493,5787,"tags=21%, list=15%, signal=18%","SGK1/ANGPT2/NR4A1/VEGFA/ITGAV/PRKCA/LPAR3/SGK3/C8orf44-SGK3/IGF1R/CREB3L4/CREB3/MTOR/PPP2R5B/EGF/FOXO3/CREB3L2/IL2RG/THBS3/PPP2CB/LAMC1/GHR/LAMA3/LAMB3/EPOR/JAK1/EFNA1/BCL2L1/ITGA5/ATF6B/IKBKG/PRKAA1/CDKN1A/HSP90B1/GNB2/LAMA5/YWHAZ/PPP2R2D/EFNA4/ITGB5/CREB3L1/PRKAA2/ITGB1/ATF2/COL6A2/EGFR/IL6R/ITGA10/CRTC2/GNGT2/TSC2/OSMR/PIK3CD/PDPK1/TSC1/GNG5/CDKN1B/PPP2R3C/NRAS/IGF1/CASP9/CDC37/RPTOR/RELA/ITGB6/IFNAR1/GYS1/RPS6KB2/IKBKB/RBL2/CDK6/LPAR5/YWHAQ/THBS1/COL1A1"
"hsa05169","hsa05169","Epstein-Barr virus infection",202,0.327859141136037,0.958079407960461,0.567272727272727,0.799271821404618,0.689702122509493,3037,"tags=16%, list=8%, signal=15%","GADD45G/TNFAIP3/RELB/B2M/NFKBIA/NFKB2/TRADD/CXCL10/MAPK11/HLA-DMA/MAP2K4/NFKBIB/IRF7/NFKBIE/TAPBP/HLA-B/TNF/ENTPD8/JAK1/HLA-C/CALR/PSMD8/GADD45B/IKBKG/CDKN1A/HLA-A/PDIA3/HES1/TAP1/SEM1/HLA-E/STAT2/ADRM1"
"hsa04390","hsa04390","Hippo signaling pathway",157,-0.32858371278328,-0.950413212397816,0.571739130434783,0.799271821404618,0.689702122509493,4152,"tags=31%, list=11%, signal=27%","BTRC/WNT3/CDH1/DLG1/MOB1A/PRKCI/YWHAE/PARD6B/NF2/PPP2R1B/STK3/YWHAG/YWHAB/SERPINE1/WNT8B/DLG2/FRMD6/PPP2R2C/ITGB2/SAV1/DLG3/TP73/CCND1/BMP8B/LIMD1/FZD6/NKD2/WNT10A/LLGL1/AMOT/PARD6A/BBC3/SMAD3/CCND3/SMAD1/TEAD1/NKD1/AJUBA/ID1/PPP1CC/WNT10B/PARD6G/FZD3/YWHAH/SMAD7/BIRC5/MYC/TEAD4"
"hsa04666","hsa04666","Fc gamma R-mediated phagocytosis",98,0.352607563821634,0.949466667540306,0.544256120527307,0.799271821404618,0.689702122509493,5429,"tags=28%, list=14%, signal=24%","PRKCA/PLPP1/GSN/VASP/SPHK2/PLA2G4C/PLA2G4E/GAB2/LAT/INPPL1/ARPC1B/MARCKS/PLA2G4B/ARPC4/JMJD7-PLA2G4B/CDC42/DNM2/PLD2/PLA2G6/ARPC3/PIK3CD/PRKCD/PLPP3/PIP5K1C/PLA2G4A/WASF2/RPS6KB2"
"hsa00600","hsa00600","Sphingolipid metabolism",54,0.381542957521306,0.948644700565401,0.558232931726908,0.799271821404618,0.689702122509493,3302,"tags=20%, list=9%, signal=19%","PLPP1/SMPD2/NEU1/SGPP1/ARSA/SPHK2/GBA2/SMPD1/HEXA/ASAH1/GBA1"
"hsa04910","hsa04910","Insulin signaling pathway",138,0.33547650243263,0.947472023580817,0.569090909090909,0.799271821404618,0.689702122509493,7587,"tags=40%, list=20%, signal=32%","SOCS2/IRS2/MTOR/FASN/PPP1CB/SHC2/HK1/SLC2A4/PYGB/PTPN1/PRKAA1/INPPL1/SHC1/PRKAB2/HK2/PRKAA2/PHKG2/EXOC7/PRKAB1/PPP1R3F/FBP2/ARAF/TSC2/PIK3CD/PDPK1/TSC1/CBLB/TRIP10/PRKAR2B/NRAS/RPTOR/GYS1/RPS6KB2/IKBKB/FLOT1/MKNK2/PRKCZ/CBL/FOXO1/MKNK1/MAPK3/PRKAR1A/CALM2/PRKAR2A/SREBF1/EIF4E2/SOS2/PYGM/RHOQ/LIPE/CALML5/FLOT2/PPP1R3C/CALML4/MAP2K1"
"hsa04066","hsa04066","HIF-1 signaling pathway",109,0.346922630420045,0.945831489027941,0.573896353166987,0.799271821404618,0.689702122509493,6392,"tags=28%, list=17%, signal=24%","ANGPT2/VEGFA/PRKCA/EGLN2/IGF1R/MTOR/EGF/HK1/NPPA/IFNGR1/HIF1A/CDKN1A/LTBR/HK2/SLC2A1/IFNGR2/EGFR/IL6R/EP300/PIK3CD/CDKN1B/IGF1/RELA/ALDOA/RPS6KB2/STAT3/MKNK2/MKNK1/MAPK3/RBX1/LDHAL6A"
"hsa04720","hsa04720","Long-term potentiation",67,-0.364901144665918,-0.944171277860224,0.565217391304348,0.799271821404618,0.689702122509493,3956,"tags=18%, list=11%, signal=16%","CALM1/PLCB1/PPP3CA/ITPR1/KRAS/PPP3CB/PLCB4/PPP1CC/GRIN1/ADCY1/CAMK2B/CAMK2D"
"hsa00130","hsa00130","Ubiquinone and other terpenoid-quinone biosynthesis",12,-0.509966312322825,-0.94115136580823,0.569471624266145,0.799271821404618,0.689702122509493,7492,"tags=50%, list=20%, signal=40%","COQ5/COQ7/VKORC1/VKORC1L1/COQ2/COQ3"
"hsa05140","hsa05140","Leishmaniasis",76,0.360296080430263,0.939886357632106,0.566929133858268,0.799271821404618,0.689702122509493,2258,"tags=11%, list=6%, signal=10%","NFKBIA/MAPK11/HLA-DMA/NFKBIB/TNF/JAK1/PTPN6/IFNGR1"
"hsa03082","hsa03082","ATP-dependent chromatin remodeling",116,0.340625999036865,0.939668500835327,0.582230623818526,0.799271821404618,0.689702122509493,4442,"tags=22%, list=12%, signal=20%","H2AC19/H2AC18/H2AC7/H2AC6/H2AC20/H2AC8/H2AC21/TFPT/CDK2AP2/ACTB/MEAF6/H2AC13/H2AC17/ACTG1/H2AC15/H2AJ/MBD2/H2AC14/CHD3/BAZ2A/H2AC11/SMARCA1/DMAP1/YY2/INO80B/C17orf49"
"hsa00565","hsa00565","Ether lipid metabolism",50,0.385023360641537,0.938245635995595,0.563265306122449,0.799271821404618,0.689702122509493,5293,"tags=30%, list=14%, signal=26%","PLPP1/CHPT1/PLA2G4C/PLA2G4E/GDPD3/TMEM86B/PLA2G4B/JMJD7-PLA2G4B/PLD2/PAFAH2/PLA2G6/PLD3/PLA2G12A/PLPP3/PLA2G4A"
"hsa00785","hsa00785","Lipoic acid metabolism",19,-0.451025018426264,-0.936650014347364,0.546719681908549,0.799271821404618,0.689702122509493,5536,"tags=47%, list=15%, signal=40%","PDHA1/PDHB/OGDHL/DLST/GCSH/DLAT/LIAS/LIPT2/GLDC"
"hsa04620","hsa04620","Toll-like receptor signaling pathway",107,0.343157342947911,0.93520687852536,0.584440227703985,0.799271821404618,0.689702122509493,6333,"tags=26%, list=17%, signal=22%","NFKBIA/CXCL11/CXCL10/MAPK11/MAP2K4/IRF7/TNF/JAK1/IKBKG/STAT2/TICAM1/CTSK/IRF3/PIK3CD/IKBKE/JUN/IRF9/TBK1/RELA/IFNAR1/IKBKB/TYK2/TICAM2/MAP3K7/MAPK3/LY96/RAC1/TOLLIP"
"hsa04966","hsa04966","Collecting duct acid secretion",27,0.428922766864816,0.932419130857284,0.581162324649299,0.799271821404618,0.689702122509493,6563,"tags=48%, list=18%, signal=40%","ATP6V0A2/ATP6V1G1/ATP6V0E1/ATP6V1C2/TCIRG1/ATP6V0D1/ATP6V1E1/ATP6V1C1/ATP6V0C/ATP6V0A1/ATP6V1D/ATP6V0D2/ATP6V1G2"
"hsa00250","hsa00250","Alanine, aspartate and glutamate metabolism",37,0.403685247155429,0.931442275625512,0.561224489795918,0.799271821404618,0.689702122509493,1340,"tags=19%, list=4%, signal=18%","GLUL/ASRGL1/GLUD2/GLUD1/GFPT1/ASL/ALDH4A1"
"hsa00534","hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin",24,0.434863589705123,0.920632038802393,0.58148893360161,0.799271821404618,0.689702122509493,6336,"tags=29%, list=17%, signal=24%","HS3ST1/HS6ST1/B4GALT7/B3GAT3/EXT1/EXTL2/HS2ST1"
"hsa04216","hsa04216","Ferroptosis",41,0.387419781673159,0.915888394449382,0.584677419354839,0.799271821404618,0.689702122509493,4012,"tags=20%, list=11%, signal=17%","ACSL3/SAT1/MAP1LC3B2/MAP1LC3B/SAT2/MAP1LC3A/GCLC/SLC11A2"
"hsa01523","hsa01523","Antifolate resistance",30,-0.404730157377138,-0.912553993448622,0.585513078470825,0.799271821404618,0.689702122509493,5916,"tags=47%, list=16%, signal=39%","IL1B/ABCG2/SLC19A1/ABCC3/CHUK/SLC46A1/FOLR1/ABCC5/GGH/GART/SHMT1/ATIC/DHFR/TYMS"
"hsa00062","hsa00062","Fatty acid elongation",27,-0.407624830385374,-0.903899553190176,0.582504970178926,0.799271821404618,0.689702122509493,7575,"tags=56%, list=20%, signal=44%","HACD3/HSD17B12/THEM5/ACAA2/PPT1/TECR/HADHA/MECR/HADHB/HADH/ECHS1/HACD2/THEM4/ACOT7/ELOVL6"
"hsa04062","hsa04062","Chemokine signaling pathway",191,-0.321544448137281,-0.948658295119419,0.592920353982301,0.805812634589779,0.695346275870005,4805,"tags=19%, list=13%, signal=17%","GNG7/CHUK/CXCL2/STAT1/RHOA/SHC4/GNB5/GRK4/PLCB1/SOS1/CRKL/JAK2/GNG4/KRAS/GNG13/GRK6/GNG10/GNB4/CXCL16/SHC3/PIK3R2/GRK1/PIK3CB/PLCB4/RAC3/GRK3/GNB3/ARRB2/ADCY7/P3R3URF-PIK3R3/PIK3R3/PIK3R1/PAK1/ADCY3/CXCL1/ADCY1/CXCL5"
"hsa04974","hsa04974","Protein digestion and absorption",103,-0.344677479042509,-0.946077416386135,0.594989561586639,0.805812634589779,0.695346275870005,6279,"tags=23%, list=17%, signal=19%","SLC6A19/CELA3B/DPP4/COL5A1/SLC3A1/ELN/COL4A1/ATP1B3/ATP1A3/SLC36A1/FXYD2/COL8A1/KCNQ1/COL18A1/SLC1A1/COL9A3/COL4A2/SLC9A3/COL3A1/ATP1B1/COL9A2/SLC16A10/KCNK5/COL5A2"
"hsa04961","hsa04961","Endocrine and other factor-regulated calcium reabsorption",53,0.375363421218326,0.929473374094347,0.6,0.809411764705882,0.698452012383901,5856,"tags=25%, list=16%, signal=21%","PRKCA/ATP1A1/KLK2/AP2S1/ATP1A2/ADCY6/DNM2/GNAQ/RAB11A/TRPV5/CLTC/AP2B1/CLTA"
"hsa05016","hsa05016","Huntington disease",307,-0.311253621929961,-0.96019419992456,0.607538802660754,0.815533683590673,0.703734696366493,6158,"tags=29%, list=16%, signal=24%","UQCRC1/COX7C/NDUFB6/NDUFB10/AP2M1/TUBA8/ATP5PB/POLR2C/PLCB3/PSMA4/PPARG/NDUFV1/PSMA7/TUBB2A/SLC25A6/NDUFS1/ATP5F1B/PSMD2/VDAC2/PSMA2/UQCRC2/DCTN4/HTT/CASP3/ATP5MC1/TUBB6/SOD1/TAF4/ULK2/ATP5PD/NDUFAB1/NDUFS3/ACTR1B/DNAH5/DNAH2/POLR2E/SDHA/BAX/MAPK8/UQCRH/ATP5MC3/NRF1/PLCB1/POLR2H/COX5A/POLR2B/ATP5F1C/SDHB/ATP5PO/UQCRFS1/VDAC1/TUBA1C/POLR2I/CYCS/ATP5F1D/ITPR1/HDAC1/ATP5F1A/MAP3K5/HAP1/SDHD/TUBB8B/HIP1/SLC25A5/NDUFB4/RCOR1/PLCB4/IFT57/DNAH8/POLR2D/BBC3/HDAC2/CYC1/MAPK9/VDAC3/GPX8/TAF4B/TUBA1A/DNAH11/TP53/SLC1A3/TUBB4A/TUBA1B/TFAM/PPIF/TUBB/GRIN1/TUBA4A"
"hsa04371","hsa04371","Apelin signaling pathway",139,-0.329002949375706,-0.937436257733621,0.615720524017467,0.815533683590673,0.703734696366493,6257,"tags=28%, list=17%, signal=23%","GNG11/RPS6/CDH1/RRAS2/RYR2/MYLK4/RPS6KB1/PLCB3/ADCY9/HDAC4/GNG7/GNB5/SERPINE1/CALM1/EGR1/MYLK/NRF1/PLCB1/PDE3B/SLC9A1/PRKAG2/GNG4/ITPR1/KRAS/CCND1/SPHK1/GNG13/GNG10/GNB4/PLCB4/NOTCH3/GNB3/SMAD3/ADCY7/SPP1/TFAM/APLN/ADCY3/ADCY1"
"hsa04550","hsa04550","Signaling pathways regulating pluripotency of stem cells",144,-0.326988284718204,-0.934993583127981,0.611842105263158,0.815533683590673,0.703734696366493,3895,"tags=19%, list=10%, signal=17%","HESX1/SMAD5/WNT8B/PCGF5/JAK2/SMAD9/KRAS/PIK3R2/TCF3/PIK3CB/FZD6/WNT10A/FGFR1/SMAD3/SMAD1/LIF/ID1/RIF1/WNT10B/P3R3URF-PIK3R3/PIK3R3/FZD3/DUSP9/PCGF6/PIK3R1/MYC/INHBB/ID3"
"hsa04932","hsa04932","Non-alcoholic fatty liver disease",156,-0.323468373367018,-0.934547673176929,0.616883116883117,0.815533683590673,0.703734696366493,8626,"tags=42%, list=23%, signal=33%","IRS1/NDUFS7/COX6A1/PRKAG1/AKT1/ATF4/CXCL8/COX4I1/INSR/COX5B/COX6A2/COX6B1/NDUFB11/MAPK13/MAPK12/NDUFA6/NDUFB5/NFKB1/NDUFS2/NDUFA12/NDUFS5/NDUFB1/ADIPOR2/NDUFA8/UQCRC1/COX7C/NDUFB6/NDUFB10/IL1B/RXRA/PPARG/NDUFV1/NDUFS1/CYP2E1/UQCRC2/CASP3/NDUFAB1/NDUFS3/SDHA/BAX/MAPK8/MLXIP/UQCRH/BID/FAS/COX5A/SDHB/UQCRFS1/CYCS/PRKAG2/EIF2S1/MAP3K5/SDHD/CASP7/PIK3R2/PIK3CB/NDUFB4/CEBPA/CYC1/MLXIPL/MAPK9/BCL2L11/P3R3URF-PIK3R3/PIK3R3/PIK3R1/FOS"
"hsa04975","hsa04975","Fat digestion and absorption",43,0.37956589254654,0.904487565300525,0.61491935483871,0.815533683590673,0.703734696366493,1686,"tags=9%, list=4%, signal=9%","PLPP1/MOGAT2/PNLIP/SLC27A1"
"hsa04710","hsa04710","Circadian rhythm",34,-0.387592729576078,-0.898853377018296,0.6187624750499,0.815533683590673,0.703734696366493,3619,"tags=24%, list=10%, signal=21%","NFIL3/CUL1/PRKAG2/NR1D2/NR1D1/PER2/PER3/DBP"
"hsa04922","hsa04922","Glucagon signaling pathway",107,-0.335813283384926,-0.926364445392079,0.625263157894737,0.817834700820492,0.705720274269825,5946,"tags=26%, list=16%, signal=22%","PPP3R1/PGAM1/CAMK2G/PLCB3/PCK2/PDHA1/PHKB/PDHB/CPT1C/CALM1/PLCB1/GCG/PDE3B/PYGL/SIK2/PPP3CA/PRKAG2/ITPR1/PPP3CB/PKM/PLCB4/LOC102724428/SIK1/PFKM/ACACB/LDHB/CAMK2B/CAMK2D"
